image_name,tags
test_1006,partly_cloudy clear primary
test_1007,water clear primary
test_1008,partly_cloudy primary
test_1009,agriculture water habitation clear road primary
test_1010,cloudy
test_1011,clear primary
test_1012,clear primary
test_1013,partly_cloudy primary
test_1014,clear primary
test_1015,agriculture clear road primary cultivation
test_1016,agriculture habitation clear road primary cultivation
test_1017,agriculture clear road primary
test_1018,agriculture partly_cloudy water road primary
test_1019,agriculture partly_cloudy water habitation road primary cultivation
test_1020,agriculture clear road primary
test_1021,partly_cloudy primary
test_1022,water cloudy haze primary
test_1023,partly_cloudy water cloudy primary
test_1024,clear primary
test_1025,agriculture water clear road primary
test_1026,partly_cloudy haze primary
test_1027,agriculture clear road primary cultivation
test_1028,agriculture partly_cloudy road primary
test_1029,agriculture water haze clear primary
test_1030,agriculture clear road primary cultivation
test_1031,clear primary
test_1032,agriculture water haze clear road primary
test_1033,agriculture partly_cloudy water road primary cultivation
test_1034,clear primary
test_1035,agriculture clear primary cultivation
test_1036,clear primary
test_1037,agriculture clear primary cultivation
test_1038,agriculture water clear road primary
test_1039,cloudy
test_1040,clear primary
test_1041,partly_cloudy primary
test_1042,water clear primary
test_1043,agriculture haze primary
test_1044,agriculture partly_cloudy road primary
test_1045,clear primary
test_1046,agriculture water clear road primary
test_1047,agriculture water clear primary
test_1048,clear primary
test_1049,clear primary
test_1050,clear primary
test_1051,clear primary
test_1052,clear primary
test_1053,partly_cloudy water haze clear primary
test_1054,partly_cloudy primary
test_1055,agriculture water habitation clear road primary cultivation
test_1056,haze primary
test_1057,agriculture habitation clear road primary cultivation
test_1058,agriculture clear road primary
test_1059,agriculture clear primary cultivation
test_1060,agriculture water clear selective_logging road primary
test_1061,clear primary
test_1062,agriculture partly_cloudy water clear road primary
test_1063,clear primary
test_1064,agriculture clear primary cultivation
test_1065,clear primary
test_1066,agriculture habitation clear road primary cultivation
test_1067,clear primary
test_1068,cloudy
test_1069,agriculture clear road primary cultivation
test_1070,agriculture clear road primary
test_1071,agriculture habitation clear road primary
test_1072,clear primary
test_1073,agriculture clear road primary
test_1074,clear primary
test_1075,agriculture partly_cloudy water road primary
test_1076,agriculture water clear primary
test_1077,water clear primary
test_1078,agriculture clear primary
test_1079,clear primary
test_1080,clear primary
test_1081,clear primary
test_1082,cloudy
test_1083,agriculture habitation clear road primary
test_1084,water clear primary
test_1085,clear primary
test_1086,agriculture water clear bare_ground road primary
test_1087,agriculture water clear primary
test_1088,clear primary
test_1089,agriculture water habitation clear road primary
test_1090,water clear road primary
test_1091,agriculture water clear primary
test_1092,agriculture clear road primary
test_1093,agriculture clear primary cultivation
test_1094,agriculture habitation clear road primary
test_1095,clear primary
test_1096,partly_cloudy primary
test_1097,agriculture partly_cloudy road primary
test_1098,clear primary
test_1099,clear primary
test_1100,agriculture clear road primary
test_1101,agriculture clear primary cultivation
test_1102,agriculture water habitation clear road primary cultivation
test_1103,agriculture water clear primary
test_1104,agriculture water habitation clear road primary cultivation
test_1105,clear primary
test_1106,partly_cloudy primary
test_1107,agriculture habitation clear road primary
test_1108,agriculture partly_cloudy road primary
test_1109,water cloudy clear
test_1110,agriculture water clear primary
test_1111,clear primary
test_1112,agriculture clear road primary
test_1113,agriculture water clear primary
test_1114,water cloudy
test_1115,water clear road primary
test_1116,agriculture water habitation clear road primary
test_1117,partly_cloudy primary
test_1118,cloudy
test_1119,agriculture clear road primary
test_1120,clear primary
test_1121,clear primary
test_1122,agriculture clear road primary cultivation
test_1123,agriculture habitation clear road primary cultivation
test_1124,clear primary
test_1125,clear primary
test_1126,partly_cloudy primary
test_1127,agriculture habitation clear road primary cultivation
test_1128,agriculture water clear road primary cultivation
test_1129,agriculture partly_cloudy primary
test_1130,clear primary
test_1131,cloudy haze primary
test_1132,water cloudy haze primary
test_1133,clear primary
test_1134,agriculture clear road primary
test_1135,clear primary
test_1136,clear primary
test_1137,agriculture clear bare_ground road primary
test_1138,clear primary
test_1139,cloudy
test_1140,partly_cloudy primary
test_1141,partly_cloudy primary
test_1142,haze primary
test_1143,clear primary
test_1144,agriculture habitation clear road primary cultivation
test_1145,agriculture clear primary
test_1146,agriculture clear primary cultivation
test_1147,haze primary
test_1148,clear primary
test_1149,cloudy
test_1150,water clear road primary
test_1151,clear primary
test_1152,clear primary
test_1153,clear primary
test_1154,clear primary
test_1155,agriculture water clear primary
test_1156,agriculture water haze clear road primary
test_1157,cloudy primary
test_1158,agriculture habitation clear road primary cultivation
test_1159,cloudy primary
test_1160,agriculture clear primary cultivation
test_1161,cloudy
test_1162,agriculture water haze clear primary
test_1163,agriculture habitation clear road primary
test_1164,agriculture water clear road primary
test_1165,agriculture clear road primary
test_1166,clear primary
test_1167,clear primary
test_1168,agriculture clear primary cultivation
test_1169,partly_cloudy clear primary
test_1170,clear primary
test_1171,agriculture clear primary cultivation
test_1172,clear primary
test_1173,agriculture clear road primary
test_1174,water habitation clear road primary
test_1175,partly_cloudy primary
test_1176,agriculture clear road primary cultivation
test_1177,cloudy
test_1178,clear primary
test_1179,agriculture clear primary cultivation
test_1180,agriculture habitation clear road primary
test_1181,clear primary
test_1182,clear primary
test_1183,agriculture haze clear primary cultivation
test_1184,agriculture partly_cloudy clear primary cultivation
test_1185,agriculture water habitation clear bare_ground road primary
test_1186,agriculture water cloudy haze primary
test_1187,clear primary
test_1188,agriculture water habitation clear road primary cultivation
test_1189,clear primary
test_1190,cloudy
test_1191,agriculture habitation clear road primary
test_1192,clear primary
test_1193,agriculture water clear selective_logging road primary
test_1194,clear primary
test_1195,agriculture habitation clear road primary
test_1196,agriculture water habitation clear road primary
test_1197,agriculture habitation clear road primary cultivation
test_1198,clear primary
test_1199,clear primary
test_1200,agriculture water habitation clear road primary
test_1201,clear primary
